Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel
take 6,pitcher(david),,,take 7,david(pitcher),,,take 8,david(pitcher,,,take 9,AJ,,,take 10,"aj (""bad"" lol)",,,take 11,AJ tripped,,,take 12,AJ,,,take 13,alex,,,take 14,alex,,,take 15,alex,,,take 16,alex,,,take 17,anil,jumped right before data collection,,take 18,anil,,,take 19,anil,,,take 20,corey,,,take 21,corey,,,take 22,corey,,,take 23,hwei,,,take 24,hwei,,,take 25,hwei,,,short 1,short 1,,,short 2,short 2,,,short 3,short 3,,
4.775,2.606031,9.519618,4.229464,4.775,4.705298,14.83776,-5.81903,4.775,-13.5163,61.07763,-8.81398,4.775,-1.42456,9.77153,3.501718,4.775,-1.62049,10.77918,2.466079,4.775,-0.64084,9.82751,-2.26427,4.775,-3.27192,9.855501,-0.02505,4.775,4.90123,41.73637,-14.9159,4.775,4.677308,9.351676,-1.00471,4.775,9.379667,4.005542,4.845249,4.775,12.54256,14.27796,1.822304,,,,,4.775,-0.58486,10.69521,7.33638,4.775,-0.89275,16.82507,1.570392,4.775,-3.91569,6.384712,7.056477,4.775,-3.91569,6.384712,7.056477,4.775,-1.70447,4.873239,8.651921,4.775,4.425396,-9.6257,0.394802,4.775,2.270148,-1.14466,8.651921,4.775,5.600985,-5.31521,6.720595,,,,,4.775,0.422792,5.768927,7.196429,4.775,-0.08103,5.656966,8.008145
4.7875,2.801962,9.77153,4.453386,4.7875,1.710343,17.04899,-5.59511,4.7875,-9.76565,61.10562,-21.9414,4.7875,-1.53652,9.855501,3.501718,4.7875,-1.48054,10.83516,2.55005,4.7875,0.254851,9.099764,-0.41691,4.7875,-3.18795,9.911481,0.058919,4.7875,60.93767,10.97511,-13.6563,4.7875,4.705298,9.463637,-1.06069,4.7875,8.847852,4.033532,4.90123,4.7875,16.60115,12.62653,3.221816,,,,,4.7875,0.814656,10.33133,7.868194,4.7875,-1.81643,15.48154,1.822304,4.7875,-4.50349,6.384712,7.280399,4.7875,-4.50349,6.384712,7.280399,4.7875,-2.29226,4.845249,9.043784,4.7875,4.565347,-9.40178,0.590734,4.7875,2.102206,-1.34059,8.56795,4.7875,5.461034,-4.92334,6.328731,,,,,4.7875,1.37446,6.608634,7.728243,4.7875,-0.41691,5.041181,7.448341
4.8,3.613679,9.77153,4.705298,4.8,-0.69682,15.76144,-3.24393,4.8,-8.89795,61.10562,-43.018,4.8,-1.62049,9.967462,3.501718,4.8,-1.3126,10.89114,2.55005,4.8,2.102206,7.784223,1.682353,4.8,-3.02001,10.05143,0.198871,4.8,61.02164,15.62149,48.51001,4.8,4.733288,9.407657,-1.14466,4.8,8.316038,4.95721,3.865591,4.8,19.65208,11.84281,2.606031,,,,,4.8,1.234509,9.995452,7.140448,4.8,-1.62049,13.35428,2.270148,4.8,-4.61545,6.412702,7.33638,4.8,-4.61545,6.412702,7.33638,4.8,-2.40422,5.125151,9.267706,4.8,4.817259,-9.20585,0.898626,4.8,2.018236,-1.48054,8.316038,4.8,5.377063,-4.64344,6.048829,,,,,4.8,1.822304,7.168438,7.924175,4.8,-0.47289,5.125151,7.644272
4.8125,4.789269,9.74354,5.293093,4.8125,-2.43221,16.90904,-1.42456,4.8125,-11.3891,61.21758,-50.1276,4.8125,-1.70447,9.967462,3.501718,4.8125,-1.25662,11.05908,2.49407,4.8125,4.621327,6.328731,3.193825,4.8125,-2.82407,10.1354,0.310832,4.8125,49.6856,34.85078,19.23223,4.8125,4.733288,9.435647,-1.11667,4.8125,8.59594,5.153142,3.669659,4.8125,21.77934,12.4306,0.338822,,,,,4.8125,0.506763,8.064126,5.181132,4.8125,-0.52888,12.12271,2.662011,4.8125,-4.44751,6.468683,7.36437,4.8125,-4.44751,6.468683,7.36437,4.8125,-2.01236,5.265103,9.183735,4.8125,5.237112,-9.0659,0.870636,4.8125,1.990245,-1.76045,8.316038,4.8125,5.153142,-4.36354,5.712946,,,,,4.8125,2.52206,6.944516,7.756233,4.8125,-0.27696,5.684956,8.092116
4.825,5.964858,10.1354,5.572995,4.825,0.646714,20.85566,-1.34059,4.825,-0.86476,61.27356,-50.1276,4.825,-1.76045,9.995452,3.529708,4.825,-1.20064,11.05908,2.382109,4.825,6.664614,5.125151,3.277796,4.825,-2.60015,10.16339,0.338822,4.825,-2.12432,61.07763,-37.8678,4.825,4.705298,9.463637,-1.11667,4.825,9.155745,4.95721,3.837601,4.825,20.88365,12.31864,-1.28461,,,,,4.825,0.758675,7.812214,4.509366,4.825,0.366812,11.19903,2.57804,4.825,-4.11163,6.440692,7.36437,4.825,-4.11163,6.440692,7.36437,4.825,-1.64848,5.181132,8.847852,4.825,5.349073,-8.78599,0.758675,4.825,1.934265,-2.20829,8.511969,4.825,4.92922,-4.27957,5.293093,,,,,4.825,3.389757,6.944516,7.728243,4.825,-0.13701,5.964858,8.176087
4.8375,7.280399,10.63923,6.076819,4.8375,6.860546,23.26282,0.590734,4.8375,32.13573,61.27356,-50.1276,4.8375,-1.81643,10.05143,3.529708,4.8375,-1.22863,10.97511,2.382109,4.8375,7.728243,4.369415,2.298138,4.8375,-2.40422,10.07942,0.422792,4.8375,-50.1556,2.382109,-50.1556,4.8375,4.649317,9.519618,-1.17265,4.8375,9.547608,4.92922,4.649317,4.8375,16.48919,11.59089,-1.73246,,,,,4.8375,-0.47289,8.56795,3.389757,4.8375,0.282841,10.10741,1.906275,4.8375,-3.85971,6.440692,7.224419,4.8375,-3.85971,6.440692,7.224419,4.8375,-1.5925,5.041181,8.735891,4.8375,5.097161,-8.45011,0.506763,4.8375,2.046226,-2.76809,8.511969,4.8375,4.649317,-4.22359,4.92922,,,,,4.8375,3.641669,7.476331,8.204077,4.8375,-0.08103,6.020839,8.064126
4.85,7.700253,11.05908,6.524663,4.85,8.763882,23.3188,1.598382,4.85,61.18959,41.87633,-50.1276,4.85,-1.81643,10.02344,3.501718,4.85,-1.42456,10.83516,2.354118,4.85,7.39236,3.837601,1.29049,4.85,-2.26427,9.855501,0.450783,4.85,-50.3795,11.11506,-28.827,4.85,4.593337,9.603589,-1.20064,4.85,9.155745,5.768927,4.425396,4.85,11.36697,10.10741,-1.3126,,,,,4.85,-1.06069,8.931823,4.061523,4.85,0.17088,9.435647,1.094558,4.85,-4.27957,6.440692,7.308389,4.85,-4.27957,6.440692,7.308389,4.85,-1.98437,4.845249,8.819862,4.85,5.181132,-8.36614,0.338822,4.85,2.354118,-3.24393,8.483979,4.85,4.229464,-4.05564,4.705298,,,,,4.85,3.277796,7.672263,8.427999,4.85,-0.165,6.18878,8.148096
4.8625,7.672263,11.22702,6.916526,4.8625,6.272751,23.57071,2.438089,4.8625,61.18959,4.705298,-50.2395,4.8625,-1.81643,9.967462,3.501718,4.8625,-1.67647,10.83516,2.298138,4.8625,5.852897,3.333777,0.786665,4.8625,-2.1803,9.715549,0.394802,4.8625,-11.3891,-30.6744,-44.4735,4.8625,4.565347,9.659569,-1.22863,4.8625,9.407657,6.972507,3.837601,4.8625,7.308389,8.763882,-0.66883,,,,,4.8625,-0.61285,8.847852,5.684956,4.8625,0.14289,8.959813,0.562744,4.8625,-4.97932,6.580643,7.700253,4.8625,-4.97932,6.580643,7.700253,4.8625,-2.54417,4.537357,8.903833,4.8625,5.405054,-8.50609,0.282841,4.8625,2.690001,-3.55182,8.260057,4.8625,4.005542,-3.91569,4.593337,,,,,4.8625,2.717991,7.280399,8.120106,4.8625,-0.58486,6.636624,8.344028
4.875,8.400009,11.11506,7.36437,4.875,-1.53652,22.89895,2.466079,4.875,58.75444,8.959813,-48.5321,4.875,-1.78844,9.911481,3.473728,4.875,-1.98437,10.77918,2.242158,4.875,3.72564,2.997894,0.702695,4.875,-2.09633,9.939471,0.254851,4.875,49.46168,-50.2395,-39.7152,4.875,4.537357,9.659569,-1.20064,4.875,9.407657,7.784223,3.977552,4.875,4.621327,7.560302,0.08691,,,,,4.875,-0.36093,7.784223,5.656966,4.875,-0.19299,8.62393,0.394802,4.875,-5.6231,6.468683,7.812214,4.875,-5.6231,6.468683,7.812214,4.875,-2.93604,4.061523,8.819862,4.875,5.265103,-8.50609,0.282841,4.875,3.333777,-3.8877,7.728243,4.875,4.005542,-3.69177,4.593337,,,,,4.875,2.242158,6.888536,7.840204,4.875,-0.89275,6.860546,8.651921
4.8875,9.351676,10.77918,8.036136,4.8875,-9.42977,24.91425,4.565347,4.8875,40.42083,37.14598,1.570392,4.8875,-1.70447,9.82751,3.361767,4.8875,-2.06834,10.7232,2.158187,4.8875,2.046226,2.913923,0.562744,4.8875,-2.15231,10.35932,0.310832,4.8875,52.09276,-41.7305,-10.6613,4.8875,4.509366,9.631579,-1.20064,4.8875,8.092116,7.924175,3.501718,4.8875,3.809611,6.076819,0.786665,,,,,4.8875,1.31848,7.504321,5.740937,4.8875,-0.86476,8.344028,0.534753,4.8875,-6.1829,6.328731,7.756233,4.8875,-6.1829,6.328731,7.756233,4.8875,-2.99202,4.257454,9.183735,4.8875,4.90123,-8.1982,0.366812,4.8875,3.557698,-4.27957,7.672263,4.8875,4.173484,-3.6078,4.593337,,,,,4.8875,1.878284,6.748585,7.840204,4.8875,-1.28461,6.636624,8.679911
4.9,10.52727,10.83516,8.316038,4.9,-10.1015,23.79464,6.16079,4.9,11.45094,40.16892,-6.07094,4.9,-1.64848,9.82751,3.333777,4.9,-2.01236,10.55526,2.074216,4.9,1.654363,3.305786,0.338822,4.9,-2.29226,11.0031,0.506763,4.9,32.75151,-13.4604,0.562744,4.9,4.565347,9.687559,-1.14466,4.9,7.280399,7.39236,2.438089,4.9,3.669659,4.649317,1.486421,,,,,4.9,2.382109,7.588292,4.565347,4.9,-1.67647,8.344028,0.758675,4.9,-6.49079,6.328731,7.896184,4.9,-6.49079,6.328731,7.896184,4.9,-2.71211,4.705298,9.155745,4.9,4.733288,-8.05825,0.506763,4.9,3.333777,-4.67143,7.672263,4.9,4.537357,-3.66378,4.425396,,,,,4.9,1.542402,6.664614,7.756233,4.9,-1.67647,5.964858,8.62393
4.9125,11.67487,11.03109,8.148096,4.9125,-2.43221,25.53003,6.944516,4.9125,11.81482,33.3673,-7.66638,4.9125,-1.67647,9.855501,3.305786,4.9125,-1.87241,10.24736,2.046226,4.9125,2.158187,3.72564,0.954607,4.9125,-2.54417,11.5629,0.702695,4.9125,34.76681,2.997894,8.455989,4.9125,4.565347,9.659569,-1.14466,4.9125,7.196429,6.356722,2.857943,4.9125,3.249806,3.249806,1.122548,,,,,4.9125,2.49407,8.092116,3.333777,4.9125,-2.4602,8.148096,0.926617,4.9125,-6.63075,6.076819,8.036136,4.9125,-6.63075,6.076819,8.036136,4.9125,-2.32025,4.789269,8.875842,4.9125,4.593337,-8.11423,0.702695,4.9125,2.997894,-5.23123,7.224419,4.9125,5.125151,-3.74775,4.285444,,,,,4.9125,1.402451,6.496673,7.756233,4.9125,-2.1803,5.545005,8.511969
4.925,12.54256,10.94712,7.868194,4.925,-1.95638,29.50464,8.987803,4.925,-14.0761,21.24753,-22.7811,4.925,-1.78844,9.855501,3.249806,4.925,-1.76045,9.82751,2.018236,4.925,2.326128,3.165835,2.410099,4.925,-2.68412,11.75884,1.150538,4.925,23.3188,3.921571,1.29049,4.925,4.537357,9.687559,-1.20064,4.925,6.972507,5.740937,3.613679,4.925,2.410099,1.878284,-0.10902,,,,,4.925,2.829952,8.344028,2.354118,4.925,-2.71211,8.232067,0.702695,4.925,-6.71472,6.048829,7.952165,4.925,-6.71472,6.048829,7.952165,4.925,-2.34824,4.537357,8.455989,4.925,4.453386,-8.05825,0.982597,4.925,3.109855,-5.28721,7.028487,4.925,5.824907,-4.02765,4.397405,,,,,4.925,1.514411,6.580643,7.756233,4.925,-2.34824,5.461034,8.707901
4.9375,12.26266,10.49928,7.588292,4.9375,-4.95133,32.75151,9.967462,4.9375,-19.1704,23.87861,-27.7074,4.9375,-1.87241,9.911481,3.249806,4.9375,-1.67647,9.547608,1.962255,4.9375,2.326128,2.158187,4.201474,4.9375,-2.79608,11.64688,1.542402,4.9375,4.145493,-3.02001,-3.66378,4.9375,4.565347,9.82751,-1.20064,4.9375,7.000497,6.272751,3.333777,4.9375,1.122548,0.478773,-0.80878,,,,,4.9375,3.529708,6.608634,2.997894,4.9375,-2.4602,8.763882,0.338822,4.9375,-7.0506,6.356722,8.008145,4.9375,-7.0506,6.356722,8.008145,4.9375,-2.71211,4.621327,8.316038,4.9375,4.397405,-7.9183,0.954607,4.9375,3.109855,-4.86736,7.280399,4.9375,6.272751,-4.30756,4.705298,,,,,4.9375,1.794314,6.888536,7.868194,4.9375,-2.88005,5.628976,8.987803
4.95,11.33898,10.02344,6.916526,4.95,-10.7733,32.52759,9.519618,4.95,3.72564,17.60879,-50.1835,4.95,-1.98437,9.939471,3.193825,4.95,-1.73246,9.547608,1.962255,4.95,2.717991,0.478773,6.076819,4.95,-2.76809,11.22702,1.962255,4.95,-9.59771,-6.12692,-9.31781,4.95,4.537357,9.77153,-1.17265,4.95,7.560302,7.112458,2.773972,4.95,-0.69682,-0.64084,-0.80878,,,,,4.95,3.893581,5.041181,4.257454,4.95,-1.98437,9.491628,-0.05304,4.95,-7.52643,6.468683,8.344028,4.95,-7.52643,6.468683,8.344028,4.95,-2.93604,4.677308,8.372018,4.95,4.453386,-7.77835,0.758675,4.95,3.501718,-4.83937,7.560302,4.95,6.076819,-4.41952,5.237112,,,,,4.95,2.270148,7.224419,8.176087,4.95,-3.29991,6.244761,9.519618
4.9625,9.82751,9.519618,6.300741,4.9625,-13.3204,31.01612,8.763882,4.9625,21.41547,11.0031,-49.9036,4.9625,-2.01236,9.995452,3.193825,4.9625,-1.87241,9.79952,1.934265,4.9625,3.249806,-0.47289,7.728243,4.9625,-2.51618,10.83516,2.326128,4.9625,-8.03026,-0.27696,-13.1245,4.9625,4.425396,9.659569,-1.17265,4.9625,7.560302,7.308389,2.745982,4.9625,-2.60015,-0.78079,-0.61285,,,,,4.9625,5.181132,4.845249,3.75363,4.9625,-1.39657,10.16339,-0.13701,4.9625,-7.66638,6.608634,8.56795,4.9625,-7.66638,6.608634,8.56795,4.9625,-2.96403,4.733288,8.53996,4.9625,4.789269,-7.69437,0.674705,4.9625,3.473728,-5.14726,7.36437,4.9625,5.517015,-4.22359,5.768927,,,,,4.9625,2.606031,7.224419,8.288048,4.9625,-3.80373,6.636624,9.911481
4.975,8.819862,9.79952,5.097161,4.975,-16.0635,36.47421,8.53996,4.975,30.45631,4.565347,-21.0177,4.975,-1.98437,10.07942,3.221816,4.975,-1.9004,10.19138,1.850294,4.975,3.69765,-1.36858,8.400009,4.975,-2.29226,10.52727,2.354118,4.975,-2.23628,-3.048,-2.71211,4.975,4.369415,9.687559,-1.17265,4.975,5.964858,6.944516,2.801962,4.975,-4.16761,-0.80878,-0.165,,,,,4.975,5.489024,5.01319,2.997894,4.975,-0.83677,10.66722,-0.02505,4.975,-7.30251,6.804565,8.59594,4.975,-7.30251,6.804565,8.59594,4.975,-3.02001,4.95721,8.735891,4.975,5.237112,-7.58241,0.506763,4.975,3.585689,-5.79104,6.776575,4.975,5.01319,-4.05564,5.992849,,,,,4.975,2.55005,7.028487,8.260057,4.975,-4.33555,5.936868,10.10741
4.9875,8.064126,9.659569,3.501718,4.9875,-17.7709,46.85859,7.476331,4.9875,37.6498,-2.99202,-7.41447,4.9875,-2.01236,10.16339,3.221816,4.9875,-1.92839,10.52727,1.822304,4.9875,3.501718,-1.84442,7.168438,4.9875,-2.01236,10.30334,2.354118,4.9875,-3.94368,-3.91569,-6.65874,4.9875,4.425396,9.631579,-1.20064,4.9875,5.265103,6.888536,2.130197,4.9875,-4.41952,-0.69682,-0.66883,,,,,4.9875,4.761278,6.692604,3.081864,4.9875,-0.33294,11.17104,0.198871,4.9875,-6.7707,6.972507,8.56795,4.9875,-6.7707,6.972507,8.56795,4.9875,-3.048,5.069171,8.959813,4.9875,5.489024,-7.47045,0.394802,4.9875,3.585689,-6.15491,6.10481,4.9875,4.845249,-4.50349,5.852897,,,,,4.9875,2.242158,6.972507,8.316038,4.9875,-4.61545,5.097161,9.631579
5,7.196429,9.323686,1.850294,5,-15.8675,53.85615,5.377063,5,33.56323,-11.4171,-4.33555,5,-1.98437,10.16339,3.277796,5,-1.95638,10.77918,1.850294,5,1.766324,-1.0327,5.237112,5,-1.70447,10.1354,2.214167,5,-6.15491,-4.30756,-1.28461,5,4.481376,9.659569,-1.25662,5,5.908878,7.140448,1.626372,5,-2.76809,-0.4449,-1.78844,,,,,5,3.69765,7.756233,2.829952,5,0.338822,11.59089,0.562744,5,-6.40682,7.140448,8.53996,5,-6.40682,7.140448,8.53996,5,-2.99202,5.209122,8.875842,5,5.712946,-7.47045,0.478773,5,3.669659,-5.53913,6.608634,5,5.265103,-5.14726,5.796917,,,,,5,1.850294,6.916526,8.288048,5,-5.09128,4.341425,8.847852
5.0125,6.020839,8.59594,0.310832,5.0125,-13.5163,58.05468,0.590734,5.0125,21.07958,-11.8649,0.618724,5.0125,-1.95638,10.21937,3.305786,5.0125,-1.95638,10.86315,1.878284,5.0125,1.794314,4.005542,1.570392,5.0125,-1.56451,10.10741,2.102206,5.0125,-4.53148,-3.048,2.382109,5.0125,4.593337,9.715549,-1.25662,5.0125,6.972507,7.868194,1.37446,5.0125,-1.53652,-0.47289,-2.43221,,,,,5.0125,4.061523,5.740937,4.117503,5.0125,0.646714,11.73085,0.702695,5.0125,-6.32285,7.056477,8.483979,5.0125,-6.32285,7.056477,8.483979,5.0125,-2.65613,5.517015,8.483979,5.0125,5.796917,-7.52643,0.674705,5.0125,3.641669,-4.58746,7.532311,5.0125,5.936868,-5.56712,5.824907,,,,,5.0125,1.570392,6.804565,8.148096,5.0125,-5.70707,4.061523,8.483979
5.025,5.321083,7.980155,-0.36093,5.025,-16.9591,61.07763,-7.0506,5.025,8.875842,-8.81398,-0.97672,5.025,-1.87241,10.21937,3.305786,5.025,-1.98437,10.80717,1.962255,5.025,1.570392,16.09732,-3.24393,5.025,-1.62049,10.10741,2.046226,5.025,0.814656,-3.52383,2.969904,5.025,4.733288,9.82751,-1.22863,5.025,7.952165,8.260057,1.038578,5.025,-1.45255,-0.78079,-2.65613,,,,,5.025,4.733288,4.677308,6.496673,5.025,0.394802,11.61889,0.618724,5.025,-6.37883,6.916526,8.232067,5.025,-6.37883,6.916526,8.232067,5.025,-2.29226,5.572995,7.952165,5.025,5.572995,-7.63839,0.534753,5.025,3.78162,-4.25158,7.700253,5.025,6.804565,-6.37883,5.489024,,,,,5.025,1.486421,6.636624,8.120106,5.025,-6.43481,4.537357,8.763882
5.0375,4.313435,7.36437,-0.05304,5.0375,-16.4553,61.07763,-17.7429,5.0375,2.326128,-7.41447,1.34647,5.0375,-1.78844,10.19138,3.305786,5.0375,-1.98437,10.75119,2.046226,5.0375,-11.613,32.58357,0.730685,5.0375,-1.95638,10.21937,2.074216,5.0375,11.67487,-1.78844,2.466079,5.0375,4.593337,9.855501,-1.20064,5.0375,8.148096,7.728243,1.458431,5.0375,-1.48054,-1.95638,-2.1803,,,,,5.0375,4.565347,6.580643,7.224419,5.0375,0.08691,11.59089,0.590734,5.0375,-6.60276,6.720595,8.092116,5.0375,-6.60276,6.720595,8.092116,5.0375,-2.23628,5.545005,7.756233,5.0375,5.545005,-7.75036,0.254851,5.0375,4.173484,-4.25158,7.532311,5.0375,7.840204,-8.11423,4.705298,,,,,5.0375,1.458431,6.636624,8.064126,5.0375,-6.82668,5.684956,9.015794
5.05,2.438089,8.316038,-1.00471,5.05,-9.31781,61.07763,-34.9849,5.05,-2.93604,-6.07094,2.046226,5.05,-1.73246,10.19138,3.277796,5.05,-1.95638,10.61124,2.130197,5.05,-34.593,61.07763,-4.22359,5.05,-2.62814,10.30334,2.046226,5.05,13.88609,-3.49584,6.916526,5.05,4.481376,9.883491,-1.20064,5.05,7.196429,7.728243,1.822304,5.05,-0.83677,-2.7401,-1.25662,,,,,5.05,4.117503,8.372018,6.552653,5.05,-0.02505,11.39496,0.534753,5.05,-6.68673,6.468683,7.896184,5.05,-6.68673,6.468683,7.896184,5.05,-2.51618,5.684956,7.896184,5.05,5.572995,-7.75036,0.14289,5.05,4.509366,-4.72741,6.748585,5.05,8.735891,-10.1575,3.809611,,,,,5.05,1.458431,6.608634,8.092116,5.05,-6.54678,7.308389,8.987803
5.0625,1.150538,10.38732,-2.01236,5.0625,-4.83937,61.1616,-50.1835,5.0625,-5.903,-4.44751,4.229464,5.0625,-1.64848,10.10741,3.249806,5.0625,-1.9004,10.47129,2.046226,5.0625,-50.2955,52.68056,-2.40422,5.0625,-3.29991,10.41531,2.102206,5.0625,7.756233,-2.40422,7.728243,5.0625,4.425396,9.883491,-1.22863,5.0625,6.272751,8.59594,1.934265,5.0625,0.758675,-2.88005,-0.78079,,,,,5.0625,4.481376,10.52727,6.048829,5.0625,0.058919,11.0031,0.562744,5.0625,-6.68673,6.048829,7.672263,5.0625,-6.68673,6.048829,7.672263,5.0625,-2.90805,5.684956,8.232067,5.0625,5.796917,-7.63839,0.226861,5.0625,5.01319,-4.89535,6.048829,5.0625,8.735891,-10.9692,3.361767,,,,,5.0625,1.570392,6.748585,8.148096,5.0625,-6.51879,7.952165,8.59594
5.075,0.870636,13.24232,-2.99202,5.075,2.997894,61.24557,-50.0996,5.075,-6.74271,-1.45255,4.705298,5.075,-1.62049,10.02344,3.249806,5.075,-1.9004,10.35932,2.018236,5.075,-42.4023,61.04963,-1.62049,5.075,-3.71976,10.47129,2.242158,5.075,1.150538,-2.01236,7.812214,5.075,4.397405,9.855501,-1.28461,5.075,5.740937,9.74354,2.102206,5.075,2.662011,-2.79608,-0.52888,,,,,5.075,4.845249,11.73085,5.01319,5.075,-0.05304,10.7232,0.646714,5.075,-6.54678,5.740937,7.504321,5.075,-6.54678,5.740937,7.504321,5.075,-3.52383,5.461034,8.791872,5.075,6.076819,-7.52643,0.254851,5.075,5.377063,-4.50349,6.496673,5.075,7.644272,-10.2415,3.641669,,,,,5.075,1.850294,6.916526,8.148096,5.075,-6.23888,7.588292,8.036136
5.0875,1.038578,16.76909,-2.34824,5.0875,24.99822,61.24557,-50.1276,5.0875,-4.86736,6.076819,4.145493,5.0875,-1.56451,10.10741,3.249806,5.0875,-2.01236,10.24736,1.962255,5.0875,-39.0994,58.95037,-10.9692,5.0875,-3.91569,10.49928,2.410099,5.0875,6.244761,-0.41691,4.005542,5.0875,4.369415,9.74354,-1.28461,5.0875,5.125151,10.49928,2.158187,5.0875,4.313435,-2.48819,0.058919,,,,,5.0875,4.873239,10.7232,4.341425,5.0875,-0.19299,10.47129,0.758675,5.0875,-6.68673,5.461034,7.252409,5.0875,-6.68673,5.461034,7.252409,5.0875,-3.83172,5.265103,8.931823,5.0875,6.412702,-7.47045,0.226861,5.0875,5.405054,-4.61545,7.36437,5.0875,6.18878,-9.45776,4.089513,,,,,5.0875,2.186177,7.028487,8.288048,5.0875,-5.95898,6.804565,7.140448
5.1,0.618724,18.39252,-0.30495,5.1,61.10562,51.81286,-50.1276,5.1,7.168438,29.98048,6.1328,5.1,-1.62049,10.16339,3.221816,5.1,-2.1803,10.16339,1.990245,5.1,-27.7074,60.90968,-14.58,5.1,-3.77574,10.63923,2.49407,5.1,10.58325,-1.5925,5.153142,5.1,4.257454,9.603589,-1.3126,5.1,4.509366,10.27535,1.822304,5.1,5.181132,-2.40422,1.710343,,,,,5.1,5.545005,9.071774,5.01319,5.1,-0.36093,10.21937,0.814656,5.1,-6.93864,5.209122,7.084468,5.1,-6.93864,5.209122,7.084468,5.1,-3.77574,5.181132,8.707901,5.1,6.636624,-7.58241,0.254851,5.1,5.461034,-5.14726,7.448341,5.1,5.181132,-9.14987,4.285444,,,,,5.1,2.130197,7.112458,8.148096,5.1,-5.98697,6.412702,6.244761
5.1125,0.254851,18.08463,1.31848,5.1125,61.1616,15.28561,-50.1835,5.1125,13.52222,22.56307,4.453386,5.1125,-1.62049,10.24736,3.193825,5.1125,-2.32025,10.19138,2.018236,5.1125,-20.5419,61.07763,-31.738,5.1125,-3.46785,10.66722,2.606031,5.1125,11.283,-2.60015,4.817259,5.1125,4.229464,9.575598,-1.39657,5.1125,4.313435,9.631579,1.37446,5.1125,5.433044,-2.1803,3.277796,,,,,5.1125,4.565347,9.267706,5.517015,5.1125,-0.36093,10.19138,0.898626,5.1125,-7.30251,5.01319,6.804565,5.1125,-7.30251,5.01319,6.804565,5.1125,-3.52383,5.181132,8.204077,5.1125,6.664614,-7.75036,0.254851,5.1125,5.768927,-5.87501,7.168438,5.1125,4.649317,-8.67403,4.285444,,,,,5.1125,1.906275,7.028487,7.924175,5.1125,-6.85467,6.776575,5.405054
5.125,1.178529,18.11262,2.186177,5.125,61.07763,0.17088,-50.1835,5.125,9.82751,7.084468,6.356722,5.125,-1.62049,10.24736,3.137845,5.125,-2.40422,10.21937,2.130197,5.125,-7.47045,61.1616,-50.2115,5.125,-3.10398,10.61124,2.773972,5.125,9.79952,-2.90805,5.461034,5.125,4.285444,9.547608,-1.42456,5.125,4.509366,9.547608,1.122548,5.125,6.580643,-2.79608,5.908878,,,,,5.125,2.913923,9.659569,5.768927,,,,,5.125,-7.55442,4.789269,6.692604,5.125,-7.55442,4.789269,6.692604,5.125,-3.3279,5.545005,7.868194,5.125,6.580643,-7.86232,0.310832,5.125,5.880888,-6.54678,6.524663,5.125,4.481376,-7.72237,4.285444,,,,,5.125,1.794314,6.776575,7.784223,5.125,-7.13457,7.476331,5.377063
5.1375,2.662011,18.98032,2.270148,5.1375,44.36746,14.19399,3.137845,5.1375,3.389757,11.81482,6.804565,5.1375,-1.64848,10.19138,3.165835,5.1375,-2.43221,10.35932,2.214167,5.1375,17.41286,61.1616,-50.1835,5.1375,-2.88005,10.69521,3.025884,5.1375,8.316038,-1.9004,5.461034,5.1375,4.313435,9.519618,-1.34059,5.1375,4.481376,9.911481,0.982597,5.1375,8.819862,-4.83937,7.868194,,,,,5.1375,1.934265,10.33133,5.936868,,,,,5.1375,-7.49844,4.761278,6.384712,5.1375,-7.49844,4.761278,6.384712,5.1375,-3.15996,5.852897,7.728243,5.1375,6.468683,-8.03026,0.310832,5.1375,6.048829,-7.0506,5.768927,5.1375,4.509366,-6.88266,4.089513,,,,,5.1375,1.934265,6.776575,7.672263,5.1375,-7.19055,7.812214,5.181132
