"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration"
19.3500,-7.64,4.87,4.51
19.3625,-7.69,4.76,4.48
19.3750,-7.81,4.82,4.51
19.3875,-7.97,4.99,4.51
19.4000,-8.11,5.13,4.54
19.4125,-8.31,5.04,4.57
19.4250,-8.37,4.90,4.59
19.4375,-8.42,4.71,4.57
19.4500,-8.42,4.57,4.51
19.4625,-8.37,4.62,4.57
19.4750,-8.17,4.65,4.51
19.4875,-7.97,4.65,4.54
19.5000,-7.86,4.76,4.59
19.5125,-7.72,4.93,4.68
19.5250,-7.58,5.13,4.73
19.5375,-7.53,5.24,4.71
19.5500,-7.44,5.24,4.73
19.5625,-7.39,5.21,4.71
19.5750,-7.30,5.13,4.65
19.5875,-7.33,5.01,4.62
19.6000,-7.44,5.07,4.62
19.6125,-7.53,5.10,4.57
19.6250,-7.67,5.01,4.59
19.6375,-7.78,5.01,4.62
19.6500,-7.83,4.96,4.65
19.6625,-8.00,4.93,4.65
19.6750,-8.06,4.93,4.68
19.6875,-8.17,4.90,4.62
19.7000,-8.25,4.85,4.62
19.7125,-8.25,4.79,4.65
19.7250,-8.28,4.73,4.65
19.7375,-8.17,4.79,4.65
19.7500,-8.11,4.82,4.68
19.7625,-7.95,4.87,4.73
19.7750,-7.81,4.96,4.76
19.7875,-7.69,5.01,4.73
19.8000,-7.58,5.01,4.76
19.8125,-7.53,5.04,4.76
19.8250,-7.50,5.10,4.79
19.8375,-7.55,5.13,4.76
19.8500,-7.58,5.07,4.73
19.8625,-7.61,5.04,4.73
19.8750,-7.64,5.04,4.71
19.8875,-7.72,4.99,4.71
19.9000,-7.86,4.99,4.68
19.9125,-7.89,4.93,4.71
19.9250,-7.97,4.85,4.73
19.9375,-7.95,4.76,4.73
19.9500,-8.00,4.85,4.73
19.9625,-8.09,4.93,4.68
19.9750,-8.17,4.90,4.62
19.9875,-8.20,4.82,4.59
20.0000,-8.06,4.68,4.59
